0;1472044592557;
0;1472044597030;
0;1472044945443;
0;1472045234862;
0;1472045712485;
0;1472046609514;
0;1472047017529;
0;1472047403584;
0;1472048215450;
0;1472048513859;
0;1472049039182;
0;1472049301653;
0;1472049505049;
0;1472050061392;
0;1472050424362;
0;1472050919054;
0;1472051330940;
0;1472051518232;
0;1472052714923;
0;1472052850773;
0;1472052878763;
0;1472053315811;
0;1472053792027;
0;1472054494345;
0;1472054817426;
0;1472055175036;
0;1472055479893;
0;1472056014424;
0;1472056615932;
0;1472056950443;
0;1472057513358;
0;1472058043966;
0;1472058113931;
0;1472059370794;
0;1472059696194;
0;1472059922193;
0;1472060312496;
0;1472060514124;
0;1472060828019;
0;1472061200007;
0;1472061716381;
0;1472062315310;
0;1472062615050;
0;1472062976650;
0;1472063263446;
0;1472063630216;
0;1472063920897;
0;1472064291606;
0;1472064598951;
0;1472064921886;
0;1472065228012;
0;1472065552257;
0;1472066419487;
0;1472066924302;
0;1472067165947;
0;1472067358544;
0;1472067854265;
0;1472068079181;
0;1472068440735;
0;1472068660469;
0;1472068989895;
0;1472069351401;
0;1472069649813;
0;1472069957214;
0;1472070353665;
0;1472113916515;
0;1472114376703;
0;1472114644110;
0;1472115673483;
0;1472115731151;
0;1472116315942;
0;1472116799414;
0;1472117355792;
0;1472117517494;
0;1472117840974;
0;1472118114312;
0;1472118834724;
0;1472119054199;
0;1472119570660;
0;1472119794157;
0;1472120179133;
0;1472120517691;
0;1472121115044;
0;1472121719620;
0;1472122806076;
0;1472122994774;
0;1472123237028;
0;1472123600096;
0;1472123960366;
0;1472124748924;
0;1472125035194;
0;1472125595286;
0;1472125822379;
0;1472126868266;
0;1472127136153;
0;1472127420628;
0;1472127726662;
0;1472128109181;
0;1472128379259;
0;1472128626806;
0;1472128988506;
0;1472129331069;
0;1472129590950;
0;1472129815779;
0;1472130148168;
0;1472130519511;
0;1472131016441;
0;1472131398946;
