1474956030573;still;82
1474956112819;walking;82
1474956133018;walking;85
1474956153202;walking;46
1474956173481;walking;100
1474956193704;walking;100
1474956213698;walking;100
1474956234540;walking;85
1474956254827;walking;69
1474956275019;walking;85
1474956295265;walking;92
1474956315555;walking;100
1474956344553;walking;92
1474956364712;walking;100
1474956384807;walking;92
1474956405102;walking;100
1474956425647;walking;54
1474956445893;walking;100
1474956472558;walking;92
1474956493608;walking;92
1474956513708;walking;54
1474956533995;walking;100
1474956554200;walking;100
1474956574547;walking;92
1474956593643;walking;92
1474956613800;walking;100
1474956634568;walking;62
1474956654722;walking;100
1474956675618;walking;48
1474956778556;walking;77
1474956799241;walking;100
1474956821714;walking;100
1474956841969;walking;100
1474956862565;walking;100
1474956882743;walking;100
1474956902991;walking;100
1474956923197;walking;100
1474956943365;walking;92
1474956963609;walking;100
1474956983782;walking;100
1474957004519;walking;100
1474957028958;walking;92
1474957049582;walking;100
1474957070799;walking;100
1474957090617;walking;100
1474957110749;walking;100
1474957130979;walking;100
1474957151543;walking;100
1474957171714;walking;100
1474957185829;walking;100
1474957205918;walking;100
1474957226555;walking;92
1474957246737;walking;100
1474957267000;walking;73
1474957305459;tilting;100
1474957325646;tilting;100
1474957345924;tilting;100
1474957406722;tilting;100
1474957427035;tilting;100
1474957447625;still;90
1474957490143;tilting;100
1474957590858;in_vehicle;77
1474957650826;in_vehicle;85
1474957670948;in_vehicle;77
1474957691085;in_vehicle;100
1474957751385;in_vehicle;100
1474957812034;in_vehicle;77
1474957892854;in_vehicle;77
1474957960158;tilting;100
1474957971097;tilting;100
1474958014714;in_vehicle;100
1474958095178;in_vehicle;92
1474958196125;in_vehicle;92
1474958216271;in_vehicle;100
1474958236400;in_vehicle;100
1474958256834;in_vehicle;100
1474958296813;in_vehicle;100
1474958316908;in_vehicle;77
1474958364339;in_vehicle;100
1474958525207;in_vehicle;92
1474958565408;in_vehicle;100
1474958638833;in_vehicle;92
1474958699147;in_vehicle;92
1474958779607;in_vehicle;92
1474958815845;tilting;100
1474958816045;tilting;100
1474958821228;tilting;100
1474958826403;tilting;100
1474958831087;tilting;100
1474958953586;walking;100
1474958973776;walking;63
1474959061449;tilting;100
1474959081594;tilting;100
1474959115706;in_vehicle;100
1474959135836;in_vehicle;100
1474959155947;in_vehicle;100
1474959196157;in_vehicle;85
1474959206977;in_vehicle;92
1474959256840;in_vehicle;100
1474959276936;in_vehicle;92
1474959297058;in_vehicle;77
1474959337268;in_vehicle;100
1474959399035;in_vehicle;77
1474959419138;in_vehicle;92
1474959433185;tilting;100
1474959433273;in_vehicle;92
1474959453533;in_vehicle;100
1474959453586;tilting;100
1474959458768;in_vehicle;100
1474959465459;tilting;100
1474959465643;in_vehicle;77
1474959478911;in_vehicle;100
1474959499663;in_vehicle;100
1474959519799;in_vehicle;100
1474959540590;in_vehicle;100
1474959561552;in_vehicle;100
1474959581713;in_vehicle;100
1474959600612;in_vehicle;100
1474959620884;in_vehicle;100
1474959641066;in_vehicle;100
1474959661290;in_vehicle;77
1474959688338;tilting;100
1474959711259;in_vehicle;95
1474959728162;tilting;100
1474959728228;in_vehicle;85
1474959728325;tilting;100
1474959766985;tilting;100
1474959792185;in_vehicle;100
1474959801655;in_vehicle;77
1474959841623;in_vehicle;100
1474959858700;tilting;100
1474959858792;in_vehicle;87
1474959862769;tilting;100
1474959862919;in_vehicle;82
1474959863032;tilting;100
1474959870197;tilting;100
1474959906023;still;85
1474959911280;in_vehicle;74
1474959911314;tilting;100
1474959931839;in_vehicle;79
1474959931954;tilting;100
1474959936990;in_vehicle;87
1474959957114;in_vehicle;85
1474959958042;tilting;100
1474959958097;tilting;100
1474959978266;in_vehicle;82
1474959998387;in_vehicle;92
1474960038592;in_vehicle;85
1474960058692;in_vehicle;100
1474960078789;in_vehicle;100
1474960122172;tilting;100
1474960122466;tilting;100
1474960155612;tilting;100
1474960227121;walking;97
1474960227190;tilting;100
1474960247267;walking;100
1474960271832;walking;71
1474960291912;walking;69
1474960312028;walking;100
1474960332151;walking;100
1474960352288;walking;100
1474960372392;walking;92
1474960392924;walking;92
1474960413023;walking;77
1474960413068;tilting;100
1474960433134;walking;97
1474960453229;walking;100
1474960596605;walking;80
1474960635127;walking;58
1474960655332;walking;50
1474960675578;walking;60
1474960736592;walking;54
1474960776804;still;100
1474960776841;tilting;100
1474960797607;still;100
1474960837963;still;100
1474960897899;still;100
1474960918057;still;100
1474960938235;still;100
1474960958371;still;100
1474960978556;still;100
1474960998758;still;100
1474961018957;still;100
1474961039117;still;100
1474961059607;still;100
1474961079708;still;100
1474961099921;still;100
1474961160182;still;100
1474961180563;still;100
1474961220985;still;92
1474961241592;still;92
1474961282006;walking;69
1474961306910;walking;56
1474961306987;tilting;100
1474961341689;still;85
1474961361908;still;100
1474961382041;still;100
1474961402242;still;100
1474961433207;still;100
1474961455666;still;100
1474961475754;still;100
1474961495912;still;100
1474961516131;still;100
1474961536337;still;100
1474961554259;still;100
1474961575707;still;100
1474961595941;still;100
1474961616566;still;100
1474961636832;still;100
1474961657071;still;100
1474961677314;still;100
1474961697462;still;100
1474961717638;still;100
1474961737834;still;100
1474961758074;still;100
1474961778323;still;100
1474961798530;still;100
1474961818782;still;100
1474961839011;still;100
1474961947240;still;100
1474961947342;still;100
1474961947410;still;100
1474961947453;still;100
1474961947492;still;100
1474962540970;still;100
1474963855960;still;100
1474963885207;tilting;100
1474964012183;tilting;100
1474964032216;still;100
1474964045221;still;100
1474964065436;still;100
1474964085622;still;100
1474964166316;walking;62
1474964186613;walking;48
1474964196453;tilting;100
1474964206820;still;87
1474964227015;still;100
1474964247676;still;100
1474964265633;still;81
1474964317075;walking;64
1474964317151;tilting;100
1474964337306;walking;69
1474964337399;tilting;100
1474964357713;walking;55
1474964357870;tilting;100
1474964386130;tilting;100
1474964408349;still;100
