1470320992246;tilting;100
1470321074056;tilting;100
1470321094339;tilting;100
1470321345098;tilting;100
1470321350302;tilting;100
1470321354957;in_vehicle;72
1470321363909;tilting;100
1470321390148;tilting;100
1470321398990;tilting;100
1470321422419;tilting;100
1470321464213;tilting;100
1470321464256;tilting;100
1470321495006;tilting;100
1470321549575;tilting;100
1470321713296;in_vehicle;100
1470321998686;in_vehicle;77
1470322039549;in_vehicle;100
1470322059726;in_vehicle;100
1470322100634;in_vehicle;92
1470322122086;in_vehicle;100
1470322142510;in_vehicle;92
1470322202121;in_vehicle;73
1470322208088;tilting;100
1470322208307;tilting;100
1470322213519;tilting;100
1470322241991;still;82
1470322329440;tilting;100
1470322349743;walking;100
1470322369828;walking;100
1470322389996;walking;100
1470322410149;walking;92
1470322430325;walking;92
1470322450921;walking;100
1470322461201;walking;54
1470322461285;tilting;100
1470322481348;walking;74
1470322481396;tilting;100
1470322522020;tilting;100
1470322541934;walking;52
1470322542046;tilting;100
1470322559995;walking;64
1470322580249;tilting;100
1470322640813;still;95
1470322749844;tilting;100
1470322790092;still;100
1470322810996;still;100
1470322851327;still;100
1470322875186;still;100
1470322936399;tilting;100
1470322956689;tilting;100
1470322997492;walking;47
1470323058015;walking;54
1470323118660;tilting;100
1470323139544;still;100
1470323194356;still;82
1470323212976;still;100
1470323234296;still;100
1470323289923;still;92
1470323330371;walking;77
1470323350591;walking;100
1470323370770;walking;100
1470323390969;walking;100
1470323411156;walking;100
1470323431343;walking;100
1470323451558;walking;100
1470323457541;walking;46
1470323457610;tilting;100
1470323477634;walking;87
1470323477699;tilting;100
1470323505518;walking;54
1470323587937;walking;82
1470323608027;walking;62
1470323669253;walking;74
1470323669340;tilting;100
1470323689495;walking;87
1470323709635;walking;85
1470323729832;walking;92
1470323750035;walking;92
1470323770274;walking;100
1470323790484;walking;100
1470323810737;walking;62
1470323830937;walking;92
1470323851104;walking;100
1470323871257;walking;66
1470323896051;walking;62
1470323917676;walking;100
1470323958173;walking;79
1470323978322;walking;100
1470323998539;walking;60
1470324077831;walking;82
1470324138333;still;100
1470324158541;still;100
1470324178716;still;100
1470324198887;still;100
1470324279599;still;100
1470324299797;still;100
1470324340144;still;85
1470324360351;still;100
1470324380496;still;100
1470324441341;walking;92
1470324501580;still;100
1470324501641;tilting;100
1470324541969;still;100
1470324602566;still;100
1470324622662;still;100
1470324642868;still;100
1470324663081;still;100
1470324683358;tilting;100
1470324804576;tilting;100
1470324824733;still;87
1470324844734;tilting;100
1470324864915;tilting;100
1470325086383;still;92
1470325127045;tilting;100
1470325147222;tilting;100
1470325207486;in_vehicle;87
1470325288192;in_vehicle;92
1470325293072;in_vehicle;100
1470325333328;in_vehicle;100
1470325348960;in_vehicle;77
1470325369075;in_vehicle;77
1470325515805;tilting;100
1470325744431;in_vehicle;85
1470325758169;tilting;100
1470325758250;tilting;100
1470325758408;tilting;100
1470325767066;tilting;100
1470325795743;tilting;100
1470325845482;tilting;100
1470325863719;tilting;100
1470325883835;tilting;100
1470325924249;tilting;100
1470325944379;still;92
1470325966517;still;100
1470325966574;tilting;100
1470326027176;still;92
1470326067643;tilting;100
1470326087618;still;90
1470326107834;still;100
1470326128008;tilting;100
1470326148191;still;100
1470326168464;still;100
1470326188648;still;100
1470326208749;still;100
1470326228941;still;100
1470326249153;still;100
1470326269329;still;100
1470326289539;still;85
1470326309777;still;92
1470326329891;still;100
1470326350036;still;100
1470326370124;still;100
1470326410776;still;100
1470326453345;still;85
1470326473609;still;100
1470326513959;still;100
1470326534145;still;100
1470326554367;still;100
1470327708232;still;100
1470328209319;tilting;100
1470328307778;still;92
1470328307899;tilting;100
1470328366569;still;92
1470328366637;tilting;100
